ファイル名,学習項目ID,単元,学習項目,問題番号,レベル判定,IRT困難度_300尺度,IRT困難度_theta換算,識別力_300尺度,識別力_theta換算,推定誤差_300尺度,推定誤差_theta換算,主な能力,前提知識,判定理由,基礎レベルと標準レベルの作問方針の違い
m-jh1-B-01-10b.txt,1-B-01-10,比例－座標（指定された座標を座標平面上に書き入れる）,座標（指定された座標を座標平面上に書き入れる）,問題1,基礎レベル,56.6,1.132,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-10b.txt,1-B-01-10,比例－座標（指定された座標を座標平面上に書き入れる）,座標（指定された座標を座標平面上に書き入れる）,問題2,基礎レベル,59.6,1.192,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-11b.txt,1-B-01-11,比例－比例式から表を作る,比例式から表を作る,問題1,基礎レベル,57.1,1.142,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-11b.txt,1-B-01-11,比例－比例式から表を作る,比例式から表を作る,問題2,基礎レベル,60.1,1.202,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-13b.txt,1-B-01-13,比例－比例式を座標平面に書き入れる,比例式を座標平面に書き入れる,問題1,基礎レベル,57.7,1.154,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-13b.txt,1-B-01-13,比例－比例式を座標平面に書き入れる,比例式を座標平面に書き入れる,問題2,基礎レベル,60.7,1.214,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-14b.txt,1-B-01-14,比例－ｘが与えられたとき比例式からｙの値を求める,ｘが与えられたとき比例式からｙの値を求める,問題1,基礎レベル,58.3,1.166,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-14b.txt,1-B-01-14,比例－ｘが与えられたとき比例式からｙの値を求める,ｘが与えられたとき比例式からｙの値を求める,問題2,基礎レベル,61.3,1.226,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-15b.txt,1-B-01-15,比例－ｙが与えられたとき比例式からｘの値を求める,ｙが与えられたとき比例式からｘの値を求める,問題1,基礎レベル,58.8,1.176,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-15b.txt,1-B-01-15,比例－ｙが与えられたとき比例式からｘの値を求める,ｙが与えられたとき比例式からｘの値を求める,問題2,基礎レベル,61.8,1.236,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-16b.txt,1-B-01-16,比例－ｘの変化量が与えられたとき比例式からｙの変化量を答える,ｘの変化量が与えられたとき比例式からｙの変化量を答える,問題1,基礎レベル,59.4,1.188,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-16b.txt,1-B-01-16,比例－ｘの変化量が与えられたとき比例式からｙの変化量を答える,ｘの変化量が与えられたとき比例式からｙの変化量を答える,問題2,基礎レベル,62.4,1.248,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-17b.txt,1-B-01-17,比例－座標平面上の比例のグラフから比例の式を求める,座標平面上の比例のグラフから比例の式を求める,問題1,基礎レベル,60.0,1.200,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh1-B-01-17b.txt,1-B-01-17,比例－座標平面上の比例のグラフから比例の式を求める,座標平面上の比例のグラフから比例の式を求める,問題2,基礎レベル,63.0,1.260,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
